source language,target language,translation engine,is preferred engine?
km,sr,Content Translation,True
km,st,Content Translation,True
km,su,Content Translation,True
km,sv,Content Translation,True
km,sw,Content Translation,True
km,ta,Content Translation,True
km,te,Content Translation,True
km,tg,Content Translation,True
km,th,Content Translation,True
km,ti,Content Translation,True
km,tk,Content Translation,True
km,tl,Content Translation,True
km,tr,Content Translation,True
km,ts,Content Translation,True
km,tt,Content Translation,True
km,tw,Content Translation,True
km,ug,Content Translation,True
km,uk,Content Translation,True
km,ur,Content Translation,True
km,uz,Content Translation,True
km,vi,Content Translation,True
km,wuu,Content Translation,True
km,xh,Content Translation,True
km,yi,Content Translation,True
km,yo,Content Translation,True
km,yue,Content Translation,True
km,zh,Content Translation,True
km,zu,Content Translation,True
kn,af,Content Translation,True
kn,am,Content Translation,True
kn,ar,Content Translation,True
kn,arz,Content Translation,True
kn,as,Content Translation,True
kn,ay,Content Translation,True
kn,az,Content Translation,True
kn,be,Content Translation,True
kn,bg,Content Translation,True
kn,bho,Content Translation,True
kn,bm,Content Translation,True
kn,bn,Content Translation,True
kn,bs,Content Translation,True
kn,ca,Content Translation,True
kn,ceb,Content Translation,True
kn,ckb,Content Translation,True
kn,co,Content Translation,True
kn,cs,Content Translation,True
kn,cy,Content Translation,True
kn,da,Content Translation,True
kn,de,Content Translation,True
kn,dv,Content Translation,True
kn,ee,Content Translation,True
kn,el,Content Translation,True
kn,en,Content Translation,True
kn,eo,Content Translation,True
kn,es,Content Translation,True
kn,et,Content Translation,True
kn,eu,Content Translation,True
kn,fa,Content Translation,True
kn,fi,Content Translation,True
kn,fr,Content Translation,True
kn,fy,Content Translation,True
kn,ga,Content Translation,True
kn,gan,Content Translation,True
kn,gd,Content Translation,True
kn,gl,Content Translation,True
kn,gn,Content Translation,True
kn,gom,Content Translation,True
kn,gu,Content Translation,True
kn,ha,Content Translation,True
kn,haw,Content Translation,True
kn,he,Content Translation,True
kn,hi,Content Translation,True
kn,hr,Content Translation,True
kn,ht,Content Translation,True
kn,hu,Content Translation,True
kn,hy,Content Translation,True
kn,id,Content Translation,True
kn,ig,Content Translation,True
kn,ilo,Content Translation,True
kn,is,Content Translation,True
kn,it,Content Translation,True
kn,ja,Content Translation,True
kn,jv,Content Translation,True
kn,ka,Content Translation,True
kn,kk,Content Translation,True
kn,km,Content Translation,True
kn,ko,Content Translation,True
kn,ku,Content Translation,True
kn,ky,Content Translation,True
kn,la,Content Translation,True
kn,lb,Content Translation,True
kn,lg,Content Translation,True
kn,ln,Content Translation,True
kn,lo,Content Translation,True
kn,lt,Content Translation,True
kn,lv,Content Translation,True
kn,mai,Content Translation,True
kn,mg,Content Translation,True
kn,mi,Content Translation,True
kn,mk,Content Translation,True
kn,ml,Content Translation,True
kn,mn,Content Translation,True
kn,mni,Content Translation,True
kn,mr,Content Translation,True
kn,ms,Content Translation,True
kn,mt,Content Translation,True
kn,my,Content Translation,True
kn,ne,Content Translation,True
kn,nl,Content Translation,True
kn,False,Content Translation,True
kn,nso,Content Translation,True
kn,ny,Content Translation,True
kn,om,Content Translation,True
kn,or,Content Translation,True
kn,pa,Content Translation,True
kn,pl,Content Translation,True
kn,ps,Content Translation,True
kn,pt,Content Translation,True
kn,qu,Content Translation,True
kn,ro,Content Translation,True
kn,ru,Content Translation,True
kn,rw,Content Translation,True
kn,sa,Content Translation,True
kn,sd,Content Translation,True
kn,sh,Content Translation,True
kn,si,Content Translation,True
kn,simple,Content Translation,True
kn,sk,Content Translation,True
kn,sl,Content Translation,True
kn,sm,Content Translation,True
kn,sn,Content Translation,True
kn,so,Content Translation,True
kn,sq,Content Translation,True
kn,sr,Content Translation,True
kn,st,Content Translation,True
kn,su,Content Translation,True
kn,sv,Content Translation,True
kn,sw,Content Translation,True
kn,ta,Content Translation,True
kn,te,Content Translation,True
kn,tg,Content Translation,True
kn,th,Content Translation,True
kn,ti,Content Translation,True
kn,tk,Content Translation,True
kn,tl,Content Translation,True
kn,tr,Content Translation,True
kn,ts,Content Translation,True
kn,tt,Content Translation,True
kn,tw,Content Translation,True
kn,ug,Content Translation,True
kn,uk,Content Translation,True
kn,ur,Content Translation,True
kn,uz,Content Translation,True
kn,vi,Content Translation,True
kn,wuu,Content Translation,True
kn,xh,Content Translation,True
kn,yi,Content Translation,True
kn,yo,Content Translation,True
kn,yue,Content Translation,True
kn,zh,Content Translation,True
kn,zu,Content Translation,True
ko,af,Content Translation,True
ko,am,Content Translation,True
ko,ar,Content Translation,True
ko,arz,Content Translation,True
ko,as,Content Translation,True
ko,ay,Content Translation,True
ko,az,Content Translation,True
ko,be,Content Translation,True
ko,bg,Content Translation,True
ko,bho,Content Translation,True
ko,bm,Content Translation,True
ko,bn,Content Translation,True
ko,bs,Content Translation,True
ko,ca,Content Translation,True
ko,ceb,Content Translation,True
ko,ckb,Content Translation,True
ko,co,Content Translation,True
ko,cs,Content Translation,True
ko,cy,Content Translation,True
ko,da,Content Translation,True
ko,de,Content Translation,True
ko,dv,Content Translation,True
ko,ee,Content Translation,True
ko,el,Content Translation,True
ko,en,Content Translation,True
ko,eo,Content Translation,True
ko,es,Content Translation,True
ko,et,Content Translation,True
ko,eu,Content Translation,True
ko,fa,Content Translation,True
ko,fi,Content Translation,True
ko,fr,Content Translation,True
ko,fy,Content Translation,True
ko,ga,Content Translation,True
ko,gan,Content Translation,True
ko,gd,Content Translation,True
ko,gl,Content Translation,True
ko,gn,Content Translation,True
ko,gom,Content Translation,True
ko,gu,Content Translation,True
ko,ha,Content Translation,True
ko,haw,Content Translation,True
ko,he,Content Translation,True
ko,hi,Content Translation,True
ko,hr,Content Translation,True
ko,ht,Content Translation,True
ko,hu,Content Translation,True
ko,hy,Content Translation,True
ko,id,Content Translation,True
ko,ig,Content Translation,True
ko,ilo,Content Translation,True
ko,is,Content Translation,True
ko,it,Content Translation,True
ko,ja,Content Translation,True
ko,jv,Content Translation,True
ko,ka,Content Translation,True
ko,kk,Content Translation,True
ko,km,Content Translation,True
ko,kn,Content Translation,True
ko,ku,Content Translation,True
ko,ky,Content Translation,True
ko,la,Content Translation,True
ko,lb,Content Translation,True
ko,lg,Content Translation,True
ko,ln,Content Translation,True
ko,lo,Content Translation,True
ko,lt,Content Translation,True
ko,lv,Content Translation,True
ko,mai,Content Translation,True
ko,mg,Content Translation,True
ko,mi,Content Translation,True
ko,mk,Content Translation,True
ko,ml,Content Translation,True
ko,mn,Content Translation,True
ko,mni,Content Translation,True
ko,mr,Content Translation,True
ko,ms,Content Translation,True
ko,mt,Content Translation,True
ko,my,Content Translation,True
ko,ne,Content Translation,True
ko,nl,Content Translation,True
ko,False,Content Translation,True
ko,nso,Content Translation,True
ko,ny,Content Translation,True
ko,om,Content Translation,True
ko,or,Content Translation,True
ko,pa,Content Translation,True
ko,pl,Content Translation,True
ko,ps,Content Translation,True
ko,pt,Content Translation,True
ko,qu,Content Translation,True
ko,ro,Content Translation,True
ko,ru,Content Translation,True
ko,rw,Content Translation,True
ko,sa,Content Translation,True
ko,sd,Content Translation,True
ko,sh,Content Translation,True
ko,si,Content Translation,True
ko,simple,Content Translation,True
ko,sk,Content Translation,True
ko,sl,Content Translation,True
ko,sm,Content Translation,True
ko,sn,Content Translation,True
ko,so,Content Translation,True
ko,sq,Content Translation,True
ko,sr,Content Translation,True
ko,st,Content Translation,True
ko,su,Content Translation,True
ko,sv,Content Translation,True
ko,sw,Content Translation,True
ko,ta,Content Translation,True
ko,te,Content Translation,True
ko,tg,Content Translation,True
ko,th,Content Translation,True
ko,ti,Content Translation,True
ko,tk,Content Translation,True
ko,tl,Content Translation,True
ko,tr,Content Translation,True
ko,ts,Content Translation,True
ko,tt,Content Translation,True
ko,tw,Content Translation,True
ko,ug,Content Translation,True
ko,uk,Content Translation,True
ko,ur,Content Translation,True
ko,uz,Content Translation,True
ko,vi,Content Translation,True
ko,wuu,Content Translation,True
ko,xh,Content Translation,True
ko,yi,Content Translation,True
ko,yo,Content Translation,True
ko,yue,Content Translation,True
ko,zh,Content Translation,True
ko,zu,Content Translation,True
ku,af,Content Translation,True
ku,am,Content Translation,True
ku,ar,Content Translation,True
ku,arz,Content Translation,True
ku,as,Content Translation,True
ku,ay,Content Translation,True
ku,az,Content Translation,True
ku,be,Content Translation,True
ku,bg,Content Translation,True
ku,bho,Content Translation,True
ku,bm,Content Translation,True
ku,bn,Content Translation,True
ku,bs,Content Translation,True
ku,ca,Content Translation,True
ku,ceb,Content Translation,True
ku,ckb,Content Translation,True
ku,co,Content Translation,True
ku,cs,Content Translation,True
ku,cy,Content Translation,True
ku,da,Content Translation,True
ku,de,Content Translation,True
ku,dv,Content Translation,True
ku,ee,Content Translation,True
ku,el,Content Translation,True
ku,en,Content Translation,True
ku,eo,Content Translation,True
ku,es,Content Translation,True
ku,et,Content Translation,True
ku,eu,Content Translation,True
ku,fa,Content Translation,True
ku,fi,Content Translation,True
ku,fr,Content Translation,True
ku,fy,Content Translation,True
ku,ga,Content Translation,True
ku,gan,Content Translation,True
ku,gd,Content Translation,True
ku,gl,Content Translation,True
ku,gn,Content Translation,True
ku,gom,Content Translation,True
ku,gu,Content Translation,True
ku,ha,Content Translation,True
ku,haw,Content Translation,True
ku,he,Content Translation,True
ku,hi,Content Translation,True
ku,hr,Content Translation,True
ku,ht,Content Translation,True
ku,hu,Content Translation,True
ku,hy,Content Translation,True
ku,id,Content Translation,True
ku,ig,Content Translation,True
ku,ilo,Content Translation,True
ku,is,Content Translation,True
ku,it,Content Translation,True
ku,ja,Content Translation,True
ku,jv,Content Translation,True
ku,ka,Content Translation,True
ku,kk,Content Translation,True
ku,km,Content Translation,True
ku,kn,Content Translation,True
ku,ko,Content Translation,True
ku,ky,Content Translation,True
ku,la,Content Translation,True
ku,lb,Content Translation,True
ku,lg,Content Translation,True
ku,ln,Content Translation,True
ku,lo,Content Translation,True
ku,lt,Content Translation,True
ku,lv,Content Translation,True
ku,mai,Content Translation,True
ku,mg,Content Translation,True
ku,mi,Content Translation,True
ku,mk,Content Translation,True
ku,ml,Content Translation,True
ku,mn,Content Translation,True
ku,mni,Content Translation,True
ku,mr,Content Translation,True
ku,ms,Content Translation,True
ku,mt,Content Translation,True
ku,my,Content Translation,True
ku,ne,Content Translation,True
ku,nl,Content Translation,True
ku,False,Content Translation,True
ku,nso,Content Translation,True
ku,ny,Content Translation,True
ku,om,Content Translation,True
ku,or,Content Translation,True
ku,pa,Content Translation,True
ku,pl,Content Translation,True
ku,ps,Content Translation,True
ku,pt,Content Translation,True
ku,qu,Content Translation,True
ku,ro,Content Translation,True
ku,ru,Content Translation,True
ku,rw,Content Translation,True
ku,sa,Content Translation,True
ku,sd,Content Translation,True
ku,sh,Content Translation,True
ku,si,Content Translation,True
ku,simple,Content Translation,True
ku,sk,Content Translation,True
ku,sl,Content Translation,True
ku,sm,Content Translation,True
ku,sn,Content Translation,True
ku,so,Content Translation,True
ku,sq,Content Translation,True
ku,sr,Content Translation,True
ku,st,Content Translation,True
ku,su,Content Translation,True
ku,sv,Content Translation,True
ku,sw,Content Translation,True
ku,ta,Content Translation,True
ku,te,Content Translation,True
ku,tg,Content Translation,True
ku,th,Content Translation,True
ku,ti,Content Translation,True
ku,tk,Content Translation,True
ku,tl,Content Translation,True
ku,tr,Content Translation,True
ku,ts,Content Translation,True
ku,tt,Content Translation,True
ku,tw,Content Translation,True
ku,ug,Content Translation,True
ku,uk,Content Translation,True
ku,ur,Content Translation,True
ku,uz,Content Translation,True
ku,vi,Content Translation,True
ku,wuu,Content Translation,True
ku,xh,Content Translation,True
ku,yi,Content Translation,True
ku,yo,Content Translation,True
ku,yue,Content Translation,True
ku,zh,Content Translation,True
ku,zu,Content Translation,True
ky,af,Content Translation,True
ky,am,Content Translation,True
ky,ar,Content Translation,True
ky,arz,Content Translation,True
ky,as,Content Translation,True
ky,ay,Content Translation,True
ky,az,Content Translation,True
ky,be,Content Translation,True
ky,bg,Content Translation,True
ky,bho,Content Translation,True
ky,bm,Content Translation,True
ky,bn,Content Translation,True
ky,bs,Content Translation,True
ky,ca,Content Translation,True
ky,ceb,Content Translation,True
ky,ckb,Content Translation,True
ky,co,Content Translation,True
ky,cs,Content Translation,True
ky,cy,Content Translation,True
ky,da,Content Translation,True
ky,de,Content Translation,True
ky,dv,Content Translation,True
ky,ee,Content Translation,True
ky,el,Content Translation,True
ky,en,Content Translation,True
ky,eo,Content Translation,True
ky,es,Content Translation,True
ky,et,Content Translation,True
ky,eu,Content Translation,True
ky,fa,Content Translation,True
ky,fi,Content Translation,True
ky,fr,Content Translation,True
ky,fy,Content Translation,True
ky,ga,Content Translation,True
ky,gan,Content Translation,True
ky,gd,Content Translation,True
ky,gl,Content Translation,True
ky,gn,Content Translation,True
ky,gom,Content Translation,True
ky,gu,Content Translation,True
ky,ha,Content Translation,True
ky,haw,Content Translation,True
ky,he,Content Translation,True
ky,hi,Content Translation,True
ky,hr,Content Translation,True
ky,ht,Content Translation,True
ky,hu,Content Translation,True
ky,hy,Content Translation,True
ky,id,Content Translation,True
ky,ig,Content Translation,True
ky,ilo,Content Translation,True
ky,is,Content Translation,True
ky,it,Content Translation,True
ky,ja,Content Translation,True
ky,jv,Content Translation,True
ky,ka,Content Translation,True
ky,kk,Content Translation,True
ky,km,Content Translation,True
ky,kn,Content Translation,True
ky,ko,Content Translation,True
ky,ku,Content Translation,True
ky,la,Content Translation,True
ky,lb,Content Translation,True
ky,lg,Content Translation,True
ky,ln,Content Translation,True
ky,lo,Content Translation,True
ky,lt,Content Translation,True
ky,lv,Content Translation,True
ky,mai,Content Translation,True
ky,mg,Content Translation,True
ky,mi,Content Translation,True
ky,mk,Content Translation,True
ky,ml,Content Translation,True
ky,mn,Content Translation,True
ky,mni,Content Translation,True
ky,mr,Content Translation,True
ky,ms,Content Translation,True
ky,mt,Content Translation,True
ky,my,Content Translation,True
ky,ne,Content Translation,True
ky,nl,Content Translation,True
ky,False,Content Translation,True
ky,nso,Content Translation,True
ky,ny,Content Translation,True
ky,om,Content Translation,True
ky,or,Content Translation,True
ky,pa,Content Translation,True
ky,pl,Content Translation,True
ky,ps,Content Translation,True
ky,pt,Content Translation,True
ky,qu,Content Translation,True
ky,ro,Content Translation,True
ky,ru,Content Translation,True
ky,rw,Content Translation,True
ky,sa,Content Translation,True
ky,sd,Content Translation,True
ky,sh,Content Translation,True
ky,si,Content Translation,True
ky,simple,Content Translation,True
ky,sk,Content Translation,True
ky,sl,Content Translation,True
ky,sm,Content Translation,True
ky,sn,Content Translation,True
ky,so,Content Translation,True
ky,sq,Content Translation,True
ky,sr,Content Translation,True
ky,st,Content Translation,True
ky,su,Content Translation,True
ky,sv,Content Translation,True
ky,sw,Content Translation,True
ky,ta,Content Translation,True
ky,te,Content Translation,True
ky,tg,Content Translation,True
ky,th,Content Translation,True
ky,ti,Content Translation,True
ky,tk,Content Translation,True
ky,tl,Content Translation,True
ky,tr,Content Translation,True
ky,ts,Content Translation,True
ky,tt,Content Translation,True
ky,tw,Content Translation,True
ky,ug,Content Translation,True
ky,uk,Content Translation,True
ky,ur,Content Translation,True
ky,uz,Content Translation,True
ky,vi,Content Translation,True
ky,wuu,Content Translation,True
ky,xh,Content Translation,True
ky,yi,Content Translation,True
ky,yo,Content Translation,True
ky,yue,Content Translation,True
ky,zh,Content Translation,True
ky,zu,Content Translation,True
la,af,Content Translation,True
la,am,Content Translation,True
la,ar,Content Translation,True
la,arz,Content Translation,True
la,as,Content Translation,True
la,ay,Content Translation,True
la,az,Content Translation,True
la,be,Content Translation,True
la,bg,Content Translation,True
la,bho,Content Translation,True
la,bm,Content Translation,True
la,bn,Content Translation,True
la,bs,Content Translation,True
la,ca,Content Translation,True
la,ceb,Content Translation,True
la,ckb,Content Translation,True
la,co,Content Translation,True
la,cs,Content Translation,True
la,cy,Content Translation,True
la,da,Content Translation,True
la,de,Content Translation,True
la,dv,Content Translation,True
la,ee,Content Translation,True
la,el,Content Translation,True
la,en,Content Translation,True
la,eo,Content Translation,True
la,es,Content Translation,True
la,et,Content Translation,True
la,eu,Content Translation,True
la,fa,Content Translation,True
la,fi,Content Translation,True
la,fr,Content Translation,True
la,fy,Content Translation,True
la,ga,Content Translation,True
la,gan,Content Translation,True
la,gd,Content Translation,True
la,gl,Content Translation,True
la,gn,Content Translation,True
la,gom,Content Translation,True
la,gu,Content Translation,True
la,ha,Content Translation,True
la,haw,Content Translation,True
la,he,Content Translation,True
la,hi,Content Translation,True
la,hr,Content Translation,True
la,ht,Content Translation,True
la,hu,Content Translation,True
la,hy,Content Translation,True
la,id,Content Translation,True
la,ig,Content Translation,True
la,ilo,Content Translation,True
la,is,Content Translation,True
la,it,Content Translation,True
la,ja,Content Translation,True
la,jv,Content Translation,True
la,ka,Content Translation,True
la,kk,Content Translation,True
la,km,Content Translation,True
la,kn,Content Translation,True
la,ko,Content Translation,True
la,ku,Content Translation,True
la,ky,Content Translation,True
la,lb,Content Translation,True
la,lg,Content Translation,True
la,ln,Content Translation,True
la,lo,Content Translation,True
la,lt,Content Translation,True
la,lv,Content Translation,True
la,mai,Content Translation,True
la,mg,Content Translation,True
la,mi,Content Translation,True
la,mk,Content Translation,True
la,ml,Content Translation,True
la,mn,Content Translation,True
la,mni,Content Translation,True
la,mr,Content Translation,True
la,ms,Content Translation,True
la,mt,Content Translation,True
la,my,Content Translation,True
la,ne,Content Translation,True
la,nl,Content Translation,True
la,False,Content Translation,True
la,nso,Content Translation,True
la,ny,Content Translation,True
la,om,Content Translation,True
la,or,Content Translation,True
la,pa,Content Translation,True
la,pl,Content Translation,True
la,ps,Content Translation,True
la,pt,Content Translation,True
la,qu,Content Translation,True
la,ro,Content Translation,True
la,ru,Content Translation,True
la,rw,Content Translation,True
la,sa,Content Translation,True
la,sd,Content Translation,True
la,sh,Content Translation,True
la,si,Content Translation,True
la,simple,Content Translation,True
la,sk,Content Translation,True
la,sl,Content Translation,True
la,sm,Content Translation,True
la,sn,Content Translation,True
la,so,Content Translation,True
la,sq,Content Translation,True
la,sr,Content Translation,True
la,st,Content Translation,True
la,su,Content Translation,True
la,sv,Content Translation,True
la,sw,Content Translation,True
la,ta,Content Translation,True
la,te,Content Translation,True
la,tg,Content Translation,True
la,th,Content Translation,True
la,ti,Content Translation,True
la,tk,Content Translation,True
la,tl,Content Translation,True
la,tr,Content Translation,True
la,ts,Content Translation,True
la,tt,Content Translation,True
la,tw,Content Translation,True
la,ug,Content Translation,True
la,uk,Content Translation,True
la,ur,Content Translation,True
la,uz,Content Translation,True
la,vi,Content Translation,True
la,wuu,Content Translation,True
la,xh,Content Translation,True
la,yi,Content Translation,True
la,yo,Content Translation,True
la,yue,Content Translation,True
la,zh,Content Translation,True
la,zu,Content Translation,True
lb,af,Content Translation,True
lb,am,Content Translation,True
lb,ar,Content Translation,True
lb,arz,Content Translation,True
lb,as,Content Translation,True
lb,ay,Content Translation,True
lb,az,Content Translation,True
lb,be,Content Translation,True
lb,bg,Content Translation,True
lb,bho,Content Translation,True
lb,bm,Content Translation,True
lb,bn,Content Translation,True
lb,bs,Content Translation,True
lb,ca,Content Translation,True
lb,ceb,Content Translation,True
lb,ckb,Content Translation,True
lb,co,Content Translation,True
lb,cs,Content Translation,True
lb,cy,Content Translation,True
lb,da,Content Translation,True
lb,de,Content Translation,True
lb,dv,Content Translation,True
lb,ee,Content Translation,True
lb,el,Content Translation,True
lb,en,Content Translation,True
lb,eo,Content Translation,True
lb,es,Content Translation,True
lb,et,Content Translation,True
lb,eu,Content Translation,True
lb,fa,Content Translation,True
lb,fi,Content Translation,True
lb,fr,Content Translation,True
lb,fy,Content Translation,True
lb,ga,Content Translation,True
lb,gan,Content Translation,True
lb,gd,Content Translation,True
lb,gl,Content Translation,True
lb,gn,Content Translation,True
lb,gom,Content Translation,True
lb,gu,Content Translation,True
lb,ha,Content Translation,True
lb,haw,Content Translation,True
lb,he,Content Translation,True
lb,hi,Content Translation,True
lb,hr,Content Translation,True
lb,ht,Content Translation,True
lb,hu,Content Translation,True
lb,hy,Content Translation,True
lb,id,Content Translation,True
lb,ig,Content Translation,True
lb,ilo,Content Translation,True
lb,is,Content Translation,True
lb,it,Content Translation,True
lb,ja,Content Translation,True
lb,jv,Content Translation,True
lb,ka,Content Translation,True
lb,kk,Content Translation,True
lb,km,Content Translation,True
lb,kn,Content Translation,True
lb,ko,Content Translation,True
lb,ku,Content Translation,True
lb,ky,Content Translation,True
lb,la,Content Translation,True
lb,lg,Content Translation,True
lb,ln,Content Translation,True
lb,lo,Content Translation,True
lb,lt,Content Translation,True
lb,lv,Content Translation,True
lb,mai,Content Translation,True
lb,mg,Content Translation,True
lb,mi,Content Translation,True
lb,mk,Content Translation,True
lb,ml,Content Translation,True
lb,mn,Content Translation,True
lb,mni,Content Translation,True
lb,mr,Content Translation,True
lb,ms,Content Translation,True
lb,mt,Content Translation,True
lb,my,Content Translation,True
lb,ne,Content Translation,True
lb,nl,Content Translation,True
lb,False,Content Translation,True
lb,nso,Content Translation,True
lb,ny,Content Translation,True
lb,om,Content Translation,True
lb,or,Content Translation,True
lb,pa,Content Translation,True
lb,pl,Content Translation,True
lb,ps,Content Translation,True
lb,pt,Content Translation,True
lb,qu,Content Translation,True
lb,ro,Content Translation,True
lb,ru,Content Translation,True
lb,rw,Content Translation,True
lb,sa,Content Translation,True
lb,sd,Content Translation,True
lb,sh,Content Translation,True
lb,si,Content Translation,True
lb,simple,Content Translation,True
lb,sk,Content Translation,True
lb,sl,Content Translation,True
lb,sm,Content Translation,True
lb,sn,Content Translation,True
lb,so,Content Translation,True
lb,sq,Content Translation,True
lb,sr,Content Translation,True
lb,st,Content Translation,True
lb,su,Content Translation,True
lb,sv,Content Translation,True
lb,sw,Content Translation,True
lb,ta,Content Translation,True
lb,te,Content Translation,True
lb,tg,Content Translation,True
lb,th,Content Translation,True
lb,ti,Content Translation,True
lb,tk,Content Translation,True
lb,tl,Content Translation,True
lb,tr,Content Translation,True
lb,ts,Content Translation,True
lb,tt,Content Translation,True
lb,tw,Content Translation,True
lb,ug,Content Translation,True
lb,uk,Content Translation,True
lb,ur,Content Translation,True
lb,uz,Content Translation,True
lb,vi,Content Translation,True
lb,wuu,Content Translation,True
lb,xh,Content Translation,True
lb,yi,Content Translation,True
lb,yo,Content Translation,True
lb,yue,Content Translation,True
lb,zh,Content Translation,True
lb,zu,Content Translation,True
lg,af,Content Translation,True
lg,am,Content Translation,True
lg,ar,Content Translation,True
lg,arz,Content Translation,True
lg,as,Content Translation,True
lg,ay,Content Translation,True
lg,az,Content Translation,True
lg,be,Content Translation,True
lg,bg,Content Translation,True
lg,bho,Content Translation,True
lg,bm,Content Translation,True
lg,bn,Content Translation,True
lg,bs,Content Translation,True
lg,ca,Content Translation,True
lg,ceb,Content Translation,True
lg,ckb,Content Translation,True
lg,co,Content Translation,True
lg,cs,Content Translation,True
lg,cy,Content Translation,True
lg,da,Content Translation,True
lg,de,Content Translation,True
lg,dv,Content Translation,True
lg,ee,Content Translation,True
lg,el,Content Translation,True
lg,en,Content Translation,True
lg,eo,Content Translation,True
lg,es,Content Translation,True
lg,et,Content Translation,True
lg,eu,Content Translation,True
lg,fa,Content Translation,True
lg,fi,Content Translation,True
lg,fr,Content Translation,True
lg,fy,Content Translation,True
lg,ga,Content Translation,True
lg,gan,Content Translation,True
lg,gd,Content Translation,True
lg,gl,Content Translation,True
lg,gn,Content Translation,True
lg,gom,Content Translation,True
lg,gu,Content Translation,True
lg,ha,Content Translation,True
lg,haw,Content Translation,True
lg,he,Content Translation,True
lg,hi,Content Translation,True
lg,hr,Content Translation,True
lg,ht,Content Translation,True
lg,hu,Content Translation,True
lg,hy,Content Translation,True
lg,id,Content Translation,True
lg,ig,Content Translation,True
lg,ilo,Content Translation,True
lg,is,Content Translation,True
lg,it,Content Translation,True
lg,ja,Content Translation,True
lg,jv,Content Translation,True
lg,ka,Content Translation,True
lg,kk,Content Translation,True
lg,km,Content Translation,True
lg,kn,Content Translation,True
lg,ko,Content Translation,True
lg,ku,Content Translation,True
lg,ky,Content Translation,True
lg,la,Content Translation,True
lg,lb,Content Translation,True
lg,ln,Content Translation,True
lg,lo,Content Translation,True
lg,lt,Content Translation,True
lg,lv,Content Translation,True
lg,mai,Content Translation,True
lg,mg,Content Translation,True
lg,mi,Content Translation,True
lg,mk,Content Translation,True
lg,ml,Content Translation,True
lg,mn,Content Translation,True
lg,mni,Content Translation,True
lg,mr,Content Translation,True
lg,ms,Content Translation,True
lg,mt,Content Translation,True
lg,my,Content Translation,True
lg,ne,Content Translation,True
lg,nl,Content Translation,True
lg,False,Content Translation,True
lg,nso,Content Translation,True
lg,ny,Content Translation,True
lg,om,Content Translation,True
lg,or,Content Translation,True
lg,pa,Content Translation,True
lg,pl,Content Translation,True
lg,ps,Content Translation,True
lg,pt,Content Translation,True
lg,qu,Content Translation,True
lg,ro,Content Translation,True
lg,ru,Content Translation,True
lg,rw,Content Translation,True
lg,sa,Content Translation,True
lg,sd,Content Translation,True
lg,sh,Content Translation,True
lg,si,Content Translation,True
lg,simple,Content Translation,True
lg,sk,Content Translation,True
lg,sl,Content Translation,True
lg,sm,Content Translation,True
lg,sn,Content Translation,True
lg,so,Content Translation,True
lg,sq,Content Translation,True
lg,sr,Content Translation,True
lg,st,Content Translation,True
lg,su,Content Translation,True
lg,sv,Content Translation,True
lg,sw,Content Translation,True
lg,ta,Content Translation,True
lg,te,Content Translation,True
lg,tg,Content Translation,True
lg,th,Content Translation,True
lg,ti,Content Translation,True
lg,tk,Content Translation,True
lg,tl,Content Translation,True
lg,tr,Content Translation,True
lg,ts,Content Translation,True
lg,tt,Content Translation,True
lg,tw,Content Translation,True
lg,ug,Content Translation,True
lg,uk,Content Translation,True
lg,ur,Content Translation,True
lg,uz,Content Translation,True
lg,vi,Content Translation,True
lg,wuu,Content Translation,True
lg,xh,Content Translation,True
lg,yi,Content Translation,True
lg,yo,Content Translation,True
lg,yue,Content Translation,True
lg,zh,Content Translation,True
lg,zu,Content Translation,True
ln,af,Content Translation,True
ln,am,Content Translation,True
ln,ar,Content Translation,True
ln,arz,Content Translation,True
ln,as,Content Translation,True
ln,ay,Content Translation,True
ln,az,Content Translation,True
ln,be,Content Translation,True
ln,bg,Content Translation,True
ln,bho,Content Translation,True
ln,bm,Content Translation,True
ln,bn,Content Translation,True
ln,bs,Content Translation,True
ln,ca,Content Translation,True
ln,ceb,Content Translation,True
ln,ckb,Content Translation,True
ln,co,Content Translation,True
ln,cs,Content Translation,True
ln,cy,Content Translation,True
ln,da,Content Translation,True
ln,de,Content Translation,True
ln,dv,Content Translation,True
ln,ee,Content Translation,True
ln,el,Content Translation,True
ln,en,Content Translation,True
ln,eo,Content Translation,True
ln,es,Content Translation,True
ln,et,Content Translation,True
ln,eu,Content Translation,True
ln,fa,Content Translation,True
ln,fi,Content Translation,True
ln,fr,Content Translation,True
ln,fy,Content Translation,True
ln,ga,Content Translation,True
ln,gan,Content Translation,True
ln,gd,Content Translation,True
ln,gl,Content Translation,True
ln,gn,Content Translation,True
ln,gom,Content Translation,True
ln,gu,Content Translation,True
ln,ha,Content Translation,True
ln,haw,Content Translation,True
ln,he,Content Translation,True
ln,hi,Content Translation,True
ln,hr,Content Translation,True
ln,ht,Content Translation,True
ln,hu,Content Translation,True
ln,hy,Content Translation,True
ln,id,Content Translation,True
ln,ig,Content Translation,True
ln,ilo,Content Translation,True
ln,is,Content Translation,True
ln,it,Content Translation,True
ln,ja,Content Translation,True
ln,jv,Content Translation,True
ln,ka,Content Translation,True
ln,kk,Content Translation,True
ln,km,Content Translation,True
ln,kn,Content Translation,True
ln,ko,Content Translation,True
ln,ku,Content Translation,True
ln,ky,Content Translation,True
ln,la,Content Translation,True
ln,lb,Content Translation,True
